,Angle,Ank1,Kcnmb2,Ankrd55,Slc32a1,Btbd11,Arx,Dlx1,Gad2,Pvalb,Pdgfra,Nxph4,Car3,Slc17a8,Syt6,Rspo1,Lratd2,Deptor,Ndnf,Chrna2,Calb1,Sncg,Th,Gad1,Slc17a7,Neurod1,Rorb,Fezf2,Adarb2,Lamp5,Vip,Lhx6,Chodl,Fa2h,Ly86,Ly6c2,Dcn,Fgfr3,Map3k7cl,Nxph1,Pcp4,Neurod6,Nrn1,Sst,Nrgn,Ptn,Cck,Synpr,Slc6a1,Dlx6,Atp1a3,Arpp19,Npy,Cxcl14,Rab3b,Cryab,Penk,Tesc,Crh,Caln1,Kcnip1,Gm11549,Ctxn1,Car4,Nfib,Id2,Igfbp6,Itpka,Ptprd,Sv2b,Vxn,Reln,Rprml,Cnr1,Cacna2d3,Plpp4,Adcy2,Kcnip4,Sparcl1,Brinp3
82,160.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,9,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,27,4,0,1,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0
83,144.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,152.43200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,0,5,0,0,0,11,2,0,0,0,0,0,1,0,0,0,5,3,0,0,0,1,1,3,2,1,0,1,1,1,0,0,0,1,0
85,129.517,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,7,0,2,2,19,0,0,0,1,0,0,0,0,0,0,0,6,1,2,0,16,2,2,0,0,0,16,3,0,0,0,2,0,0,0,0,1,17,4,0,0,0,0,0,1,3,4,0,0,0,0,0,1,0,2,0
86,139.475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,1,6,0,0,0,11,2,0,0,0,0,0,1,0,0,0,23,0,0,0,0,1,0,1,3,5,0,1,0,1,0,1,1,0,0
87,138.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,136.575,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,3,1,0,14,0,8,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0
89,155.312,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,0,0,0,15,1,0,2,0,0,0,0,0,0,0,0,0,0,2,20,5,1,1,0,3,0,16,4,18,0,2,0,0,2,0,0,0,20,0,0,0,1,0,0,0,2,1,1,1,3,2,0,1,0,4,0
90,134.784,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,1,0,0,3,20,0,0,0,0,0,0,0,0,0,0,6,3,1,0,8,1,0,1,2,3,0,15,0,3,0,0,0,0,0,0,0,2,23,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,7,1
91,131.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,0
92,140.359,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,0,2,0,12,1,0,0,1,0,0,0,0,0,0,8,3,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2,0
93,124.603,1,1,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,21,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0
94,151.69899999999996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,11,1,5,0,1,0,7,2,3,0,0,0,0,1,0,0,0,14,3,0,2,3,0,1,0,1,2,0,0,0,2,0,1,1,2,0
95,150.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,1,0,0,0,7,1,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,1,0,0
96,132.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
97,135.25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,12,0,0,2,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,1,1,0,10,0,6,0,3,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0
98,128.751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,6,1,5,1,0,0,0,4,0,0,1,1,4,0,0,0,0,0,8,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
99,147.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
100,139.471,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,5,0,1,0,13,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0
101,124.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,14,1,1,0,0,1,0,0,0,0,0,10,1,0,1,0,0,0,1,2,3,0,0,0,0,0,1,0,1,0
102,129.043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,8,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,0,28,3,0,0,0,0,0,4,3,2,0,0,0,1,0,0,0,0,1
103,150.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,2,0
104,121.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,20,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,1,0,8,1,0,0,1,0,0,0,0,1,0,32,2,0,2,0,0,0,1,2,1,0,0,0,3,0,1,1,2,0
105,141.355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106,130.44299999999998,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,4,4,0,0,4,4,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,2,0,0,6,0,33,0,0,0,2,0,0,0,0,0,0,18,1,0,3,1,0,0,3,4,0,0,1,1,0,0,0,2,6,0
107,148.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,0,4,10,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,1,0,1,0,0,14,2,0,0,0,1,0,0,0,1,0,9,3,0,0,0,0,0,2,3,6,0,1,0,0,0,2,0,3,0
108,125.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
109,139.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,140.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,128.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,5,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,2,2
112,137.17700000000002,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,18,4,3,0,0,0,8,0,1,0,1,2,2,2,0,0,0,12,6,0,1,0,2,1,1,5,3,0,0,0,2,0,0,0,0,0
113,121.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0
114,124.188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,120.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,2,11,3,0,0,0,0,0,0,0,0,0,1,3,0,1,0,6,1,1,0,0,0,14,2,0,0,0,0,0,0,0,0,2,15,2,0,1,1,0,0,1,2,1,0,3,0,0,0,2,1,6,0
116,122.777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
117,131.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
118,127.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,5,0,0,4,2,1,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,4,3,3,0,2,0,2,0,0,0,2,0
119,131.481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,16,1,0,0,0,0,0,6,1,1,0,0,0,0,0,2,1,0,0
120,134.19899999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0
121,121.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,116.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,141.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,120.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
125,137.442,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
126,114.085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127,138.371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,11,0,0,0,1,0,7,2,0,0,0,0,0,0,0,0,0,23,3,0,1,0,0,0,1,5,5,0,0,0,0,0,2,0,3,0
128,120.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,4,0,0,1,0,2,0,0,0,0,0,7,0,0,0,0,0,1,4,1,3,1,0,1,0,0,0,0,1,0
129,127.529,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,8,0,1,0,21,1,1,0,0,1,0,0,0,2,0,18,4,0,1,0,0,1,0,5,2,0,0,0,0,0,0,0,2,0
130,119.699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,24,1,5,0,0,0,6,0,0,0,0,0,0,2,0,0,0,20,5,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,1,1
131,118.326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2,0,0,0,7,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0
132,129.22899999999998,0,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,1,39,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,8,0
133,134.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,124.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,0,6,5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
135,114.767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,2,1,3,0,1,2,0,0,0,0,0,0
136,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
137,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,3,0,0,0,4,1,1,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,0
138,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,172.7,0,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,0,0,0,15,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,6,0,14,0,1,0,3,0,0,0,1,0,1,16,2,0,0,0,0,2,0,0,3,0,1,3,0,0,0,0,1,0
140,172.7,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,4,1,0,0,0,8,2,0,1,0,0,0,0,0,0,0,0,1,0,0,33,1,3,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,2,1,0,0,1,0,1,0,1,2,1,0
141,172.7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
142,172.7,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,1,1,0,9,1,0,0,0,1,0,0,0,1,0,10,2,0,1,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0
143,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,1,0,0,2,0,0,2,1,0,0,0,0,1,0,1,0,1,0
144,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,1,0,0,0,15,2,0,0,0,1,0,0,0,0,0,17,2,0,2,1,0,0,0,0,9,0,1,0,0,0,0,0,3,0
145,172.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,11,1,3,0,0,0,10,2,0,0,0,1,0,0,0,0,0,12,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0
146,172.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,14,0,1,1,0,1,0,4,3,2,0,0,0,0,0,0,1,1,0
147,173.204,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
148,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,3,0,1,0,0,3,3,0,2,0,0,0,0,0,0,0,2,0
149,172.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
150,177.046,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,2,8,0,0,0,0,0,0,0,5,0
151,174.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,172.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0
153,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,2,0
155,172.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,1,3,6,0,0,0,1,0,0,1,2,0
156,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,4,1,1,0,8,0,1,0,0,0,2,0,0,0,0,17,3,0,1,0,1,1,0,2,2,0,1,0,1,0,0,0,1,1
157,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17,0,11,0,0,0,13,0,0,0,0,0,2,1,0,0,0,7,3,0,0,0,2,0,0,3,3,0,1,2,0,0,2,0,1,0
158,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
159,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
160,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0
161,172.7,0,0,1,4,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,2,1,1,0,13,10,2,0,0,4,0,22,1,3,1,0,1,0,0,0,1,1,15,2,0,1,1,1,0,0,0,3,2,1,2,0,0,0,0,5,0
162,172.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0
163,172.7,1,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,0,10,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0
