,Angle,Ank1,Kcnmb2,Ankrd55,Slc32a1,Btbd11,Arx,Dlx1,Gad2,Pvalb,Pdgfra,Nxph4,Car3,Slc17a8,Syt6,Rspo1,Lratd2,Deptor,Ndnf,Chrna2,Calb1,Sncg,Th,Gad1,Slc17a7,Neurod1,Rorb,Fezf2,Adarb2,Lamp5,Vip,Lhx6,Chodl,Fa2h,Ly86,Ly6c2,Dcn,Fgfr3,Map3k7cl,Nxph1,Pcp4,Neurod6,Nrn1,Sst,Nrgn,Ptn,Cck,Synpr,Slc6a1,Dlx6,Atp1a3,Arpp19,Npy,Cxcl14,Rab3b,Cryab,Penk,Tesc,Crh,Caln1,Kcnip1,Gm11549,Ctxn1,Car4,Nfib,Id2,Igfbp6,Itpka,Ptprd,Sv2b,Vxn,Reln,Rprml,Cnr1,Cacna2d3,Plpp4,Adcy2,Kcnip4,Sparcl1,Brinp3
6182,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
6183,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,5,3,1,0,1,0,3,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6184,179.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
6185,179.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,2,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,11,1,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,1
6186,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
6187,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
6188,171.924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,14,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
6189,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
6190,179.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,3,0
6191,171.924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
6192,179.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1,0,0,14,0,0,0,0,0,0,0,0,0,0,11,3,0,0,1,0,0,1,1,4,0,6,4,1,0,0,0,4,1
6193,179.22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,7,1,8,0,1,0,7,4,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,1,5,0,1,0,1,0,0,0,1,0
6194,171.924,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2
6195,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
6196,171.924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,14,1,7,0,0,0,5,3,0,0,0,2,0,1,0,0,0,11,3,0,1,0,0,2,1,5,1,0,0,1,0,0,1,0,2,1
6197,171.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1
6198,171.924,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,4,0,6,1,28,1,1,0,0,0,0,3,1,4,0,2,1,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0
6199,171.924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,0,4,0,0,0,10,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,3,3,0,1,0,1,0,0,0,6,0
6200,171.924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7,0,3,0,0,0,8,2,0,1,0,1,0,0,0,0,0,12,3,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0
6201,178.22799999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,14,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,10,0,1,0,0,0,0,0,0,2,0,25,9,0,0,2,0,0,1,1,5,0,1,2,1,0,0,0,1,0
6202,175.893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6203,175.893,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,1,3,0,0,0,8,2,1,0,0,0,0,0,0,0,0,22,4,0,0,2,0,1,0,1,3,0,0,0,0,0,1,0,7,0
6204,175.893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6205,176.331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
6206,175.893,1,0,0,3,1,0,0,0,6,1,0,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,1,33,0,0,0,1,0,0,0,0,0,0,10,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,7,0
6207,175.893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,5,0
6208,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
6209,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6210,175.893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,13,0,1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,2,0,2,2,0,0,0,1,0,0,0,1,0
6211,175.893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,2,11,6,0,0,0,0,0,0,0,1,0,0,4,1,0,0,11,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,27,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,6,0
6212,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,5,0,0,9,19,13,0,0,0,0,0,0,0,1,0,0,0,0,3,0,22,1,1,0,1,0,45,1,0,0,0,0,0,0,0,2,0,32,1,0,1,2,0,1,1,2,3,0,3,1,3,0,3,0,6,0
6213,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6214,177.74200000000005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,6,0,0,2,10,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,20,0,1,0,0,0,14,2,1,0,1,1,0,0,0,1,0,8,4,0,3,2,0,1,2,7,3,1,1,2,1,0,2,0,1,0
6215,179.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
6216,175.893,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,1,0,0,0,0,28,2,0,0,0,1,0,0,0,0,0,10,1,0,2,1,0,1,1,0,0,1,1,0,2,0,3,1,3,0
6217,175.893,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,1,2,2,0,5,0,0,0,1,3,0,0,0,0,0,8,1,0,0,1,0,0,0,0,2,3,0,1,1,0,0,1,3,0
6218,175.893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,1,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,19,1,0,2,0,0,0,2,2,5,0,1,0,0,0,0,1,4,0
6219,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,3,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,16,3,0,1,1,0,0,1,3,0,4,0,0,1,0,1,0,5,0
6220,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6221,175.893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,6,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,2,1,0,0,2,3,5,0,0,0,1,0,1,0,1,0
6222,178.52900000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,0,0,0,10,1,0,0,0,1,0,0,0,0,0,16,1,0,1,0,0,0,3,3,1,0,1,0,0,0,0,1,1,0
6223,175.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0
6224,177.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0
6225,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
6226,175.893,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,2,1,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,2,0,0,0,13,0,0,0,0,2,0,0,0,0,0,13,2,1,0,0,0,0,0,1,4,0,4,0,0,0,0,0,2,0
6227,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0
6228,175.893,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,2,0,0,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,1,0,1,10,1,1,0,1,0,0,0,0,0,0,18,2,0,0,2,0,0,1,0,2,6,1,1,3,0,3,0,3,0
6229,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,1,0,2,0,0,0,0,1,8,1,0,0,1,0,0,1,0,1,0,0,3,1,0,0,0,2,0
6230,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,2,0,2,1,0,1,0,2,1,0,0,0,0,0,0,1,2,0
6231,175.893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,2,14,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,1,0,0,32,0,0,0,0,0,0,0,0,0,0,22,2,0,3,3,0,0,1,8,2,2,1,2,0,0,0,1,7,0
6232,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6233,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,6,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0
6234,174.916,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,4,2,0,0,1,18,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,6,1,0,0,2,0,25,4,0,0,0,2,0,0,0,0,1,17,3,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,8,0
6235,176.48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,2,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,16,3,0,0,1,2,0,2,2,2,0,0,1,0,0,0,0,1,0
6236,177.93200000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,1,3,2,0,0,0,2,0,0,0,1,1
6237,175.893,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,14,5,0,1,1,0,1,0,4,2,1,1,1,1,0,1,0,1,0
6238,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,16,0,10,0,0,0,10,3,0,0,0,0,0,1,0,0,0,19,5,0,0,0,0,1,3,2,2,0,0,0,1,0,1,1,0,0
6239,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
6240,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,3,0,7,1,0,0,0,2,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,4,0
6241,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,17,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,11,0,1,0,1,0,15,3,1,0,0,0,0,0,0,1,0,23,4,0,1,1,0,2,1,1,1,0,1,0,4,0,0,0,1,0
6242,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
6243,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
6244,175.893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6245,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6246,175.893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6247,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
6248,174.916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
6249,175.893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6250,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
6251,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
6252,175.893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,5,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,3,0,0,0,12,2,0,0,0,1,0,0,0,0,0,10,2,0,2,2,1,5,0,3,3,0,0,2,0,0,1,0,0,0
6253,175.893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,6,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,2,5,0,0,0,8,2,0,0,0,0,0,0,0,0,0,18,3,0,1,2,0,5,4,5,1,0,0,0,0,0,0,0,1,0
6254,175.893,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,2,0,0,0,18,0,0,0,0,0,0,0,0,1,0,6,9,0,2,2,0,0,0,4,4,1,0,1,0,0,0,0,3,1
6255,175.893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,4,0,0,2,16,4,0,0,0,0,0,0,0,0,0,1,3,1,0,0,17,3,3,0,0,0,31,1,0,0,0,1,0,0,0,1,0,26,6,0,2,2,1,2,1,6,1,0,1,0,1,0,1,1,3,0
6256,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,20,1,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0
6257,175.893,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,12,0,0,0,0,0,2,0,0,1,0,12,2,2,0,0,0,2,0,0,0,0,1,1,0,0,2,0,2,1
6258,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6259,175.893,1,0,0,8,2,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,1,0,0,0,1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0
6260,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6261,175.893,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0
6262,175.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,5,6,7,0,0,0,11,1,1,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,1,3,2,0,0,3,0,0,1,2,2,0
