,Alcam,Ank1,Ankrd55,B3galt1,Cdh9,Chodl,Cux2,Dlx1,Elfn1,Fam19a2,Fezf2,Foxp2,Gad2,Galnt14,Grin3a,Grm5,Kcnip4,Kcnk2,Kcnmb2,Ldb2,Lhx6,Lingo2,Mef2c,Mpped1,Npas1,Nr2f2,Nts,Parm1,Pcdh8,Pde1a,Prox1,Pvalb,Rorb,Satb2,Sema3e,Sez6,Slc32a1,Sv2c,Syndig1,Thsd7a,Tnni3k,Unc13c,x_um,y_um,z_um
1001,9,3,0,5,0,0,27,9,3,2,0,0,32,6,8,18,3,0,0,0,0,4,30,10,8,5,0,15,0,7,0,0,3,11,1,5,9,0,2,2,0,1,3284.433378,17722.586786,26.03236
1002,3,2,0,2,0,0,11,1,3,1,0,0,2,0,1,9,1,1,0,0,0,1,19,9,0,0,1,1,0,6,1,2,0,6,0,4,0,0,2,0,0,1,2827.191493,16924.267833,34.109125
1003,21,2,1,0,0,0,50,0,3,2,0,0,0,0,0,12,5,0,0,3,0,5,53,18,0,0,0,1,1,8,3,2,1,11,0,4,0,0,10,1,1,1,2808.144133,17369.580647,28.843835
1004,4,0,0,2,0,0,13,0,1,6,0,2,1,0,0,6,3,1,0,2,0,0,30,14,0,0,0,1,5,4,0,1,0,6,0,3,0,0,0,0,0,0,2635.4797350000003,16395.767492,29.046622999999997
1005,8,1,0,2,0,0,30,3,1,1,0,0,0,0,1,17,3,0,0,5,0,5,46,10,0,1,0,1,9,5,0,0,0,4,0,6,2,0,1,0,1,1,2540.317353,17735.59854,24.416942000000002
1006,22,0,0,5,0,0,26,0,1,1,1,0,3,1,0,9,4,0,1,0,0,0,37,22,3,1,0,1,6,16,2,0,1,19,1,6,1,0,5,1,0,0,2416.953891,17050.750748,22.77737
1007,6,18,0,1,0,0,12,0,0,1,0,0,14,0,1,15,1,1,0,0,1,0,36,15,0,0,0,13,0,7,0,71,0,3,0,6,22,0,6,9,0,0,2174.024216,17429.143175,22.613687
1008,6,20,1,0,0,0,9,1,0,10,0,0,20,0,0,11,1,4,0,0,1,0,10,6,0,0,0,5,0,0,0,99,0,3,0,0,18,0,5,1,0,0,2269.733792,16229.875677000002,29.774476
1009,4,1,0,5,0,0,12,0,2,4,0,0,2,0,0,15,3,1,1,2,1,3,45,15,0,2,1,1,3,8,0,1,0,12,0,1,0,0,8,0,0,0,2836.3103530000003,17845.844338,29.660743
1010,5,1,1,2,0,0,10,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,7,8,1,0,0,0,0,0,0,1,2,4,0,0,3,0,0,2,0,1,2906.37599,16461.337262,35.28797
1011,4,2,0,4,1,0,7,0,0,1,0,0,0,0,1,1,3,3,1,1,0,6,14,6,0,0,0,1,0,7,0,4,2,3,0,0,2,0,2,0,0,0,5622.445356,16960.895108,32.368969
1012,2,12,0,0,0,0,8,1,0,3,0,0,5,0,0,4,1,0,1,3,2,0,4,10,0,0,0,3,2,0,0,49,0,1,0,0,11,0,2,3,0,0,5550.234921,16223.521278999999,25.761184
1013,4,2,1,10,1,0,19,0,2,0,0,0,3,0,2,8,2,0,0,1,0,3,40,12,0,0,0,3,0,9,1,5,0,15,0,1,0,0,5,0,0,0,5405.636361,16514.025185,38.029363000000004
1014,13,3,1,6,0,0,41,0,0,2,0,0,3,1,1,21,12,0,0,7,0,4,55,15,0,0,1,1,2,15,3,3,1,23,0,7,0,1,6,0,0,2,5392.134785,17391.035443,32.903005
1015,14,1,1,10,0,2,37,0,0,4,0,0,0,0,1,24,10,3,0,3,0,6,109,27,0,0,0,1,5,9,0,2,1,19,0,18,0,0,7,1,0,0,4805.638548,17516.906055,29.436359000000003
1016,12,0,1,11,0,0,12,1,1,3,0,1,3,0,4,4,3,1,1,2,0,2,16,4,0,0,1,1,2,1,0,1,5,6,0,5,0,0,0,0,1,0,4884.203401,17145.434383,28.66961
1017,5,2,0,4,0,0,16,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,16,4,0,0,0,0,0,3,0,0,0,1,0,1,0,0,3,0,0,1,4596.9617100000005,16223.497534999999,35.092386
1018,26,5,0,8,0,0,18,1,1,3,1,0,1,0,0,10,9,5,0,5,0,9,70,12,0,0,0,5,0,16,1,5,3,19,0,5,3,3,14,1,0,0,4618.348442,16585.32575,35.740862
1019,2,2,0,3,0,0,12,1,1,0,0,1,1,0,0,4,0,0,0,1,1,0,16,7,0,0,0,0,1,6,0,5,0,3,4,2,0,0,1,0,1,0,4442.1108509999995,16893.519264,28.590221999999997
1020,3,1,0,2,0,0,3,1,2,0,1,0,3,0,2,3,2,1,0,1,1,0,5,2,3,0,0,0,1,4,0,0,2,2,1,2,3,0,0,1,0,0,4377.839411,16308.371211000001,31.861615000000004
1021,11,1,0,5,0,0,37,0,1,2,0,0,3,1,0,23,4,6,0,1,0,0,56,22,0,0,0,0,0,4,1,3,0,7,2,6,2,6,9,1,0,0,4949.312403,16705.435513999997,40.32672
1022,3,0,0,1,0,0,10,1,0,1,0,0,1,1,0,8,0,0,0,1,0,0,23,11,0,0,0,0,4,6,1,4,1,4,0,1,0,0,0,0,0,1,4920.5411,17968.220138,32.364819
1023,4,1,0,3,0,0,25,0,1,2,0,1,1,0,0,14,2,0,0,0,1,2,25,8,1,0,0,0,2,8,0,2,0,5,1,10,0,0,0,0,0,0,5268.400361,17848.158653,43.923093
1024,5,1,0,1,1,0,21,1,0,1,0,0,2,0,1,7,2,0,0,0,0,2,15,7,0,0,0,0,0,5,0,1,0,7,0,5,1,0,1,1,0,0,7845.604158,17908.287566,51.909422
1025,6,1,0,4,0,0,17,0,0,2,0,0,1,0,0,5,1,1,0,0,0,0,16,4,0,0,0,0,0,2,0,1,0,4,0,3,0,0,3,0,0,0,7593.562081,16329.166619,47.217455
1026,7,3,0,2,0,0,19,0,1,6,0,1,1,0,1,7,1,0,0,2,0,1,41,21,0,0,2,4,3,8,0,4,0,3,1,5,2,1,7,0,1,0,7495.811381999999,16981.934846,40.445638
1027,5,1,0,2,0,0,23,0,0,0,0,0,0,1,0,10,5,1,0,1,1,4,34,12,1,0,0,0,0,3,0,0,0,8,0,2,0,0,6,2,0,1,7324.477868000001,17233.673068,35.360678
1028,7,1,0,3,0,0,17,0,2,1,0,0,0,1,0,16,3,1,0,1,0,3,36,19,1,0,0,0,1,7,0,2,0,7,0,4,1,0,5,0,1,0,6979.861902,17234.140349,34.151872999999995
1029,7,3,1,2,0,0,19,0,2,3,0,0,0,0,0,13,1,4,0,3,0,3,41,14,0,0,0,1,2,7,0,3,0,5,0,9,1,1,3,0,0,0,6914.038759,17888.896498,29.404596999999995
1030,4,1,0,8,0,0,16,1,2,1,0,0,1,0,0,4,1,1,1,0,0,0,11,5,0,1,0,0,0,14,0,0,0,3,1,2,0,0,10,0,0,0,6647.1619630000005,17148.656462,36.495036
1031,10,2,0,3,0,0,27,0,1,2,0,0,0,0,2,15,5,2,0,1,0,3,35,17,0,0,0,0,2,3,0,0,0,3,0,6,0,0,3,0,0,0,6457.364084000001,17899.137169,34.335175
1032,1,0,0,2,0,0,19,0,1,2,0,1,0,0,0,11,2,1,0,0,0,1,14,6,0,0,0,1,0,2,0,3,0,0,1,3,0,0,2,0,0,1,6179.421553,17471.270821000002,41.877974
1033,11,5,0,8,0,0,19,0,0,0,0,1,0,0,1,11,1,0,0,1,0,3,37,16,0,0,0,0,3,24,0,2,0,5,0,2,0,0,4,0,0,0,6263.158103,16787.855942,40.916990999999996
1034,10,0,0,2,0,0,13,0,0,2,1,0,2,0,0,8,2,2,0,1,0,3,17,9,0,0,0,1,3,12,1,1,0,3,0,3,1,0,4,0,0,3,7214.190706999999,16879.997127000002,51.815312
1035,1,2,1,4,0,0,13,0,1,3,0,0,0,0,0,6,2,0,0,1,0,5,20,5,0,0,0,1,0,2,1,1,0,4,0,2,0,0,4,0,0,0,6431.637985,16529.753022,55.463232999999995
1036,3,12,0,1,0,0,2,0,0,4,0,0,9,0,0,2,0,2,0,0,2,0,4,4,0,0,0,2,3,2,0,20,0,0,0,0,13,0,4,3,0,0,9684.686285,17245.722237,15.272479999999998
1037,4,3,0,3,0,0,21,0,2,0,0,0,0,1,5,11,1,1,0,0,0,2,22,11,1,0,0,0,5,1,3,3,0,7,0,3,0,0,12,0,0,1,9581.053226,16863.311779,21.446958
1038,17,1,0,0,0,0,19,0,0,3,0,1,0,0,1,12,12,3,0,7,3,3,59,11,0,0,0,1,4,8,1,0,0,19,0,4,0,0,16,0,0,0,9469.662572,16345.691979,25.394357
1039,22,3,0,7,0,1,56,0,0,1,0,0,0,0,4,29,12,2,0,1,1,1,82,15,0,0,0,3,3,10,1,0,0,25,1,15,0,2,23,0,0,0,9389.417071,17541.607713999998,38.734676
1040,6,0,0,3,0,0,18,0,0,0,1,0,0,0,2,8,2,2,0,4,2,1,21,6,0,0,0,0,2,7,0,0,0,7,0,1,1,0,3,0,0,0,9199.607135,17071.531978,22.713677
1041,23,3,0,8,0,1,35,0,0,1,0,0,1,1,0,15,10,0,0,5,2,1,60,6,0,0,2,2,0,17,0,1,0,17,1,5,0,4,23,0,0,0,9138.470706999999,16708.803296000002,40.166422
1042,4,0,0,0,0,0,23,0,0,2,2,0,0,0,0,12,2,0,0,2,0,3,43,5,0,0,0,1,0,1,0,0,0,8,0,1,0,0,4,0,0,0,8898.939892,17999.152507,21.846679
1043,6,16,9,1,4,0,43,5,76,2,0,0,195,5,76,55,1,1,0,2,40,5,65,62,2,1,0,1,40,34,1,0,0,6,0,0,67,0,34,73,1,2,8834.134762,17367.618931,41.011913
1044,34,40,4,6,4,0,39,5,1,19,0,0,61,0,0,50,8,6,6,4,19,1,87,30,1,0,0,55,20,1,1,218,0,1,1,4,108,0,19,57,0,0,8700.369519,16684.945569,42.030294
1045,6,2,0,3,0,0,26,0,0,0,0,0,0,0,0,10,3,0,0,4,2,0,28,7,0,1,0,2,2,4,0,0,0,2,0,0,0,0,2,0,0,0,8386.181771,17500.768152,22.253245
1046,6,1,0,4,0,0,45,0,0,1,0,0,1,0,0,11,3,1,0,9,0,6,28,16,0,0,0,0,1,3,0,0,2,10,1,1,0,2,5,0,0,0,8397.045041,17022.873084,24.339354999999998
1047,12,0,0,0,0,1,25,0,1,0,0,0,1,0,0,4,2,0,0,1,0,0,27,6,0,0,0,1,0,5,0,0,0,5,0,2,0,0,5,0,0,0,8295.731776999999,18018.144756,25.227289000000003
1048,7,3,0,1,0,1,38,0,0,2,0,0,0,0,1,13,4,2,0,1,3,4,71,16,0,0,0,0,0,4,1,0,1,22,0,2,1,0,8,0,0,0,8132.512176,16697.356055,36.157893
1049,6,0,0,0,0,0,17,0,1,3,0,0,0,0,0,13,3,0,0,2,1,4,43,5,0,0,0,2,3,5,0,1,0,9,0,1,0,2,3,0,0,0,8333.148165999999,16527.987167,61.615366
1050,3,0,0,1,0,1,12,0,0,2,0,0,0,0,0,5,5,0,0,1,3,0,24,6,0,0,0,0,1,3,0,0,0,2,0,3,0,0,3,0,0,0,9783.294947,17751.266514,62.976684
1051,29,1,1,5,0,0,54,0,1,1,0,1,4,1,1,21,4,1,0,4,0,3,61,14,0,0,0,3,3,14,0,1,2,12,0,7,2,0,13,2,0,0,11575.874472,17355.175054,50.530749
1052,1,1,1,2,0,0,10,0,1,0,0,0,0,1,1,11,2,0,0,0,0,0,22,3,0,0,0,1,0,1,0,0,1,6,0,3,0,2,4,0,0,0,11254.557891,16191.828692,59.661218999999996
1053,8,3,0,4,1,2,27,0,3,3,0,0,3,0,2,9,5,0,0,5,0,4,47,9,0,0,1,1,0,8,1,3,4,6,0,7,3,1,8,1,0,3,11127.123964,17328.351597,48.300247
1054,19,4,0,3,0,0,44,1,2,6,0,0,4,0,0,10,11,1,0,3,0,2,49,27,0,0,0,3,4,8,2,3,5,14,0,8,3,1,10,3,0,1,11042.956937,16822.207087,38.981458
1055,15,4,2,8,0,2,39,1,2,2,3,3,3,0,3,22,6,0,0,4,1,2,45,3,2,4,0,2,3,3,0,7,3,14,0,10,1,1,8,5,0,1,10875.232833,17489.547312,38.926994
1056,12,5,0,2,0,0,21,0,2,1,1,1,3,2,3,6,1,1,1,2,0,2,13,6,0,1,0,0,0,5,1,1,1,9,1,3,1,0,3,1,0,2,10841.087525,17914.492907,27.327523
1057,12,1,0,4,0,1,22,0,2,2,0,1,5,3,1,6,2,0,0,3,1,1,46,14,0,1,1,1,2,15,0,1,5,13,1,6,1,3,3,0,1,1,10558.737961,17228.836567,34.554903
1058,9,2,3,1,0,0,18,0,0,0,0,0,4,1,0,16,2,0,1,4,0,0,23,6,0,0,0,2,0,3,1,5,3,8,1,3,1,0,3,1,0,0,10383.904531999999,17613.1622,35.417912
1059,9,3,0,3,0,0,20,0,2,1,0,0,5,0,2,4,2,0,0,3,0,3,22,15,0,0,0,2,1,4,0,4,2,6,1,5,0,0,4,2,1,1,10308.456848,16928.855235,35.150802
1060,6,4,0,3,0,0,35,1,1,2,0,0,0,0,4,34,3,1,0,6,1,1,70,23,0,0,0,0,9,15,1,5,2,12,0,14,2,1,2,1,1,0,11644.799918,17776.093475,37.95535
1061,7,2,0,7,0,0,29,0,2,4,0,1,0,0,1,12,7,1,2,3,0,0,39,6,0,0,1,0,2,7,0,2,0,12,0,5,0,0,6,1,2,0,11927.230756,17600.66502,49.361651
1062,32,7,0,11,0,0,71,1,2,2,0,1,2,0,1,22,4,0,1,4,4,4,87,9,0,0,1,1,1,12,1,5,0,21,3,16,1,0,18,0,1,0,10584.398869,16705.442149000002,48.950357000000004
1063,13,1,1,10,0,0,34,0,3,1,0,1,4,0,0,19,8,1,0,3,0,5,66,21,0,0,2,0,1,10,0,7,2,15,0,5,1,0,15,1,1,0,10889.586586,16479.328469,51.577166999999996
1064,14,1,1,7,0,0,26,0,4,0,0,0,0,0,2,33,4,1,0,3,0,2,32,8,3,0,0,2,0,11,1,2,0,15,1,8,2,2,9,2,0,0,11938.47057,17024.305974000003,51.998621
1065,10,4,0,4,0,0,22,0,1,4,0,1,0,1,1,8,1,1,0,2,0,1,17,11,0,1,0,0,3,7,0,2,2,7,0,3,1,1,4,0,0,0,10560.104888,17896.519263,56.406046999999994
1066,21,30,2,7,1,2,67,7,1,17,0,0,37,1,0,68,7,8,10,4,10,2,102,39,0,1,0,5,14,15,0,51,1,22,0,12,46,3,24,31,0,0,13651.597874000001,17553.313077000003,48.608135
1067,8,5,1,4,0,0,30,0,2,2,0,1,1,1,0,39,4,1,1,7,1,1,43,32,0,0,0,1,12,17,0,4,2,13,0,18,2,1,2,1,0,1,13875.005958000002,16939.15066,44.666661
1068,25,4,1,7,0,0,38,2,5,4,0,0,3,3,4,35,5,7,1,1,1,2,109,21,0,0,0,3,4,12,2,4,0,18,0,7,1,3,16,3,3,0,13620.444548,17133.837434,51.516315000000006
1069,5,2,0,0,0,0,24,3,1,3,0,0,1,0,2,18,5,1,0,3,0,7,55,22,0,0,0,0,11,5,1,4,3,11,0,13,0,0,6,4,0,0,13423.512761000002,17937.921649,46.79203
1070,7,2,1,1,0,1,17,0,2,1,0,0,2,0,0,1,1,1,0,1,0,2,19,4,0,0,0,1,0,2,3,4,1,3,0,0,1,0,2,2,0,1,13470.728216,16573.482425,48.379619
1071,22,4,0,5,0,0,45,0,3,2,1,0,2,0,0,38,7,2,0,2,1,5,59,20,0,0,0,0,1,11,1,3,0,22,0,5,0,2,8,2,1,0,13204.550343,17516.57569,55.242594
1072,14,9,0,5,0,0,57,0,0,6,0,1,47,0,2,33,6,3,2,4,1,2,52,25,0,4,0,7,2,7,1,22,1,25,0,7,17,4,12,4,1,0,12968.104026,16285.98826,47.037339
1073,14,2,0,2,0,0,41,0,4,5,0,0,1,0,4,47,7,6,1,4,0,3,88,24,0,0,1,1,3,18,0,1,0,16,1,10,1,0,10,4,0,0,12989.310882,17897.060697999998,45.254626
1074,54,6,2,7,0,0,89,0,3,2,1,0,1,0,2,55,8,4,0,7,1,9,98,24,0,0,0,4,3,17,1,3,1,39,1,22,2,0,16,0,0,0,12888.474619,17408.258922999998,51.785322
1075,13,2,0,6,0,0,28,1,2,1,0,2,1,1,1,10,3,2,0,0,0,4,29,5,0,0,0,1,0,8,0,3,1,7,0,4,2,4,7,0,0,2,12774.021161,16712.03722,54.77213199999999
1076,5,0,1,3,0,0,7,0,1,0,0,0,5,0,1,5,0,0,2,0,1,0,12,9,0,0,0,2,1,1,4,0,4,5,1,0,3,0,0,2,1,0,12386.504722,17344.088849,55.917635
1077,12,1,0,4,1,0,80,0,3,4,0,0,1,1,2,29,14,0,0,8,0,9,71,27,0,1,1,5,1,12,8,3,2,35,1,10,0,1,17,0,1,0,12279.613798,16835.237179,47.676584000000005
1078,10,0,0,0,0,0,28,0,2,0,1,0,3,0,2,21,0,3,0,4,0,1,38,11,0,1,0,2,0,4,0,1,0,9,0,5,3,1,3,3,0,0,12236.325291,17843.6469,36.626201
1079,4,17,0,0,0,0,12,0,1,3,0,0,11,0,0,8,0,4,1,0,4,1,8,13,0,0,0,1,1,0,0,32,0,2,0,1,10,0,1,1,0,0,12184.070966,16286.981099,33.059037
1080,3,2,0,0,0,1,14,0,1,2,0,0,0,0,0,7,1,0,0,4,0,2,10,6,0,0,0,0,3,3,1,5,2,9,0,1,0,0,4,0,0,0,13826.601515,16508.855325,66.330664
1081,10,2,1,5,0,1,40,0,1,4,0,0,1,0,1,28,7,3,0,5,0,5,65,25,0,0,0,1,3,8,0,3,1,16,1,4,0,0,8,4,0,0,12389.333847,16520.503354,57.492374
1082,18,6,2,3,0,1,44,3,5,1,0,1,2,0,2,27,12,3,0,8,0,2,73,23,0,1,0,2,3,9,0,1,4,18,1,6,2,0,8,1,1,1,13283.775378,16958.401823,59.935433999999994
1083,20,1,2,9,0,0,56,0,2,1,0,0,4,1,2,22,2,3,0,2,2,4,28,10,1,1,0,0,1,17,4,3,2,18,0,8,0,1,12,1,0,1,12727.409619,16949.508135,57.084033
1084,9,1,0,1,0,0,27,1,1,4,0,0,0,0,1,20,2,0,1,2,0,3,62,20,0,0,0,0,8,8,0,0,0,3,0,15,1,0,4,2,0,0,12551.680609000001,17984.472511,48.530132
1085,11,5,0,3,0,0,23,2,4,1,0,0,12,0,1,20,2,0,1,2,2,2,50,13,0,0,0,1,4,7,0,4,0,11,0,8,7,0,6,4,0,0,13376.145512000001,17705.483572,59.3503
1086,2,3,1,1,0,0,15,0,1,1,0,0,3,0,2,4,0,1,0,2,2,1,8,5,0,1,0,2,0,3,1,3,2,3,0,2,1,0,4,0,0,0,12367.428912000001,17115.166209,60.121217
1087,4,7,3,3,0,0,24,7,2,0,1,1,136,0,0,42,3,4,0,2,0,2,40,42,1,1,0,5,10,3,4,2,1,7,1,20,24,17,3,2,0,0,15574.1281,17464.392162,38.630002000000005
1088,6,2,0,2,0,1,39,0,1,2,1,0,3,2,2,23,4,4,0,0,1,6,61,28,0,1,0,1,4,18,0,3,0,12,0,10,2,0,6,0,0,1,15321.794047,16600.165428,41.286768
1089,9,0,0,3,1,1,47,0,3,1,0,1,1,0,2,27,3,2,0,2,0,2,44,13,0,0,0,2,10,18,0,4,1,9,0,10,0,0,2,6,0,1,15239.422112,17164.911106,53.47546
1090,5,9,0,1,1,1,37,0,4,2,0,1,1,1,3,26,3,2,1,2,1,2,40,15,1,0,0,1,32,13,1,1,2,5,1,11,0,1,2,11,0,1,15195.850416,17829.842506999998,58.32356899999999
1091,5,3,0,3,0,0,11,0,3,0,0,1,0,0,1,12,3,2,0,1,0,2,48,13,0,0,0,0,3,11,1,3,0,5,0,11,1,0,3,2,0,0,15180.659199000002,16883.900341999997,50.990484
1092,13,4,1,10,0,0,68,1,0,1,0,1,37,1,4,55,9,2,0,6,0,4,147,32,0,6,0,3,13,29,4,4,0,18,0,27,9,7,15,13,0,1,14660.28079,17138.793540000002,45.584228
1093,1,2,0,2,0,0,18,0,0,0,0,1,2,0,0,5,0,0,1,1,0,0,10,6,0,0,0,0,0,5,0,2,0,3,0,1,0,0,0,0,0,0,14659.539287,17958.803924,51.711129
1094,12,1,0,1,0,0,36,0,0,1,0,0,2,0,1,10,0,0,0,1,0,0,21,5,0,0,0,0,1,6,1,1,2,11,0,2,0,0,9,0,0,0,14590.200622999999,16261.614303999999,52.237008
1095,5,1,1,3,1,0,14,0,1,0,0,0,1,0,1,9,1,2,0,1,0,1,18,4,0,0,0,0,0,3,0,1,0,6,1,7,1,1,6,0,0,0,14418.730146000002,17597.403023,53.84376999999999
1096,18,3,1,13,0,0,50,1,2,1,1,1,4,1,1,27,2,3,0,5,1,0,61,11,0,0,0,2,1,7,0,6,1,18,0,1,0,0,6,3,1,0,14473.090644,16603.416638,45.988645
1097,7,1,0,4,0,0,24,0,1,1,0,0,2,0,0,22,3,3,0,2,0,3,48,9,0,0,0,0,11,7,0,2,0,8,1,4,0,1,5,2,0,0,14266.892175,17317.501094,41.317169
1098,3,0,0,2,0,1,17,0,2,1,0,0,2,0,0,14,1,0,0,0,0,1,24,5,0,0,0,0,3,8,0,1,2,3,0,3,1,0,2,0,0,0,14248.765712,17805.716629,47.678946999999994
1099,4,1,0,2,0,0,27,0,0,0,0,0,0,0,0,6,1,1,0,2,0,0,10,6,0,0,0,0,4,3,0,0,1,6,1,3,0,0,2,0,0,0,14152.365097999998,16726.06653,45.692353999999995
1100,7,5,0,0,1,0,18,0,1,1,0,1,1,0,1,13,2,0,0,1,0,0,22,8,0,1,1,0,1,8,0,1,0,4,1,1,0,1,3,2,0,1,15926.316066999998,16688.24977,38.624794
1101,7,0,0,1,0,0,11,0,0,0,0,0,1,1,0,8,1,1,0,0,0,0,7,9,0,0,0,0,2,3,0,3,0,2,0,1,0,0,0,0,1,0,14659.940656,17633.649498,45.831373
1102,5,1,0,5,0,0,17,0,0,2,0,2,0,0,0,21,1,0,0,1,0,1,22,4,0,0,1,1,3,4,0,1,0,9,0,2,0,0,1,1,0,0,14177.617949000001,17138.407299000002,59.10726
1103,2,1,0,2,0,0,30,0,0,3,0,0,3,0,0,14,3,1,0,2,0,1,30,6,0,0,0,0,19,13,1,2,0,4,0,1,0,1,2,2,1,0,15319.167274000001,16985.223302000002,59.547670999999994
1104,11,3,0,2,0,0,24,1,2,2,0,1,3,0,1,18,2,0,0,3,0,1,40,6,0,1,1,0,3,3,2,0,0,15,0,3,2,0,7,1,0,0,15514.454805000001,17688.93269,51.225169
1105,2,2,0,1,1,0,12,0,1,0,0,0,0,0,0,7,1,3,0,3,0,0,18,10,0,0,0,1,2,4,0,1,0,5,1,3,1,0,1,2,0,0,16008.065536000002,17197.543058000003,56.231252000000005
1106,14,0,0,0,0,0,11,0,4,2,0,0,2,0,0,19,1,1,0,3,0,0,25,5,0,0,0,1,0,5,0,0,1,6,0,7,0,0,3,0,0,0,14471.668392,17470.671259,54.16670799999999
1107,5,3,0,1,0,0,12,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,10,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,5,0,0,1,14420.55425,16302.641375,64.166886
1108,6,10,0,1,0,0,12,0,2,7,0,0,5,0,1,11,1,1,0,1,2,1,24,10,0,0,0,0,3,2,0,31,0,5,0,2,14,0,6,4,0,0,18021.665084,16452.922324,38.156599
1109,2,3,1,2,0,0,9,0,1,0,0,0,1,2,1,7,1,1,2,2,0,0,14,5,0,0,0,0,0,3,2,3,0,2,0,2,0,0,2,0,0,0,17428.387124,16511.788733,43.223853000000005
1110,4,1,0,2,0,0,12,0,2,1,0,2,0,0,2,12,3,0,2,1,0,0,31,4,0,0,0,0,9,9,1,3,0,6,0,7,2,0,1,1,0,0,17188.029603,16576.497059999998,27.364803000000002
1111,4,2,1,1,0,0,13,1,0,1,0,0,2,1,3,13,2,1,0,2,0,0,34,10,1,0,0,0,3,7,1,4,0,6,0,2,4,1,4,3,1,0,17079.054183,16842.560699,47.521418
1112,4,2,0,0,0,0,17,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,11,2,0,0,0,0,0,2,0,2,0,4,0,1,0,0,1,0,0,0,17027.652775,16257.984126,37.375797
1113,4,4,0,3,0,0,20,0,1,1,0,1,12,3,0,8,0,1,0,3,4,2,25,13,0,0,0,2,2,7,0,20,3,2,0,2,13,0,0,11,0,0,16879.659427000002,17173.742825,35.477382
1114,9,4,0,2,0,1,41,0,4,0,0,0,1,1,2,26,9,0,0,1,0,7,78,24,0,0,0,2,3,9,0,0,0,13,1,20,3,0,5,7,0,3,16293.381038999998,16930.706396,40.073786
1115,3,2,0,1,0,0,15,1,1,1,0,0,1,0,0,13,3,2,0,1,0,1,18,1,0,0,0,0,0,0,0,1,0,8,0,4,1,0,0,2,0,0,16194.180218000001,17337.087734,41.985299
1116,4,0,0,1,0,0,16,0,0,1,0,0,0,0,1,11,1,0,0,1,0,1,15,5,0,0,0,0,1,3,0,0,0,7,0,1,1,0,3,0,0,0,17219.848876,16271.846816999998,32.392742999999996
1117,15,4,0,1,0,0,14,5,1,3,0,0,18,7,0,5,1,2,0,0,0,1,19,1,1,4,0,0,15,1,2,5,0,2,1,15,9,0,1,0,0,0,16702.886094,16234.745236,40.442569
1118,3,1,0,4,0,2,28,0,0,2,0,1,4,1,1,25,3,1,0,1,0,4,61,13,0,1,0,1,3,14,0,5,1,9,0,13,3,5,8,0,0,0,16561.582509,17380.997443,51.369198
1119,3,2,0,4,0,0,26,0,0,1,0,0,0,2,0,17,2,0,0,4,0,4,20,10,1,0,0,1,0,2,1,1,0,12,0,2,0,0,5,0,0,0,17678.85944,16306.966585,35.956989
1120,4,0,0,1,0,0,50,0,2,3,0,2,2,1,0,11,4,1,0,1,1,1,48,14,0,0,1,0,1,9,2,1,3,18,0,4,2,1,9,2,0,0,17711.550743,16822.650156,45.360654
1121,3,1,0,1,1,0,12,0,1,1,0,1,0,0,1,1,2,0,0,0,0,0,6,8,1,0,0,0,2,4,1,1,1,3,0,1,0,1,0,0,0,0,17822.686218,17498.158367,48.538745
1122,3,5,1,0,0,0,23,1,0,1,0,0,1,1,3,37,2,3,0,2,0,2,61,24,0,0,0,0,17,4,2,1,1,16,0,16,1,2,2,7,0,0,16541.139575999998,17818.584464,56.087213
1123,4,2,0,1,0,0,21,0,1,1,1,0,4,0,0,22,4,1,0,2,0,4,61,20,0,0,0,0,12,8,0,0,1,17,0,10,0,0,2,7,0,0,16951.362058000002,16627.535976,50.400594
1124,44,2,1,1,1,1,1,0,2,0,0,3,0,0,1,0,1,15,0,1,1,0,2,0,0,3,0,1,0,2,0,1,1,3,0,1,1,0,0,0,0,1,17814.768875,20009.644472,59.61117900000001
1125,6,4,0,2,0,0,6,0,3,0,0,2,8,0,2,1,0,4,0,0,0,0,7,5,0,0,0,3,0,1,2,1,2,4,0,0,6,1,0,2,0,0,17696.347641,18777.241727,58.59353
1126,8,0,2,2,3,4,9,1,5,2,0,2,1,2,4,3,0,1,0,0,0,1,14,12,0,0,1,0,0,2,2,4,1,2,0,0,0,0,0,1,1,1,17249.203649000003,19038.027162000002,51.830245
1127,10,1,0,0,0,0,4,0,1,0,0,3,1,0,3,2,0,5,0,0,0,0,9,3,0,1,0,0,1,0,0,3,3,2,0,1,0,0,1,0,1,1,17895.976348,19756.61811,58.787986
1128,3,1,0,0,0,1,9,1,1,1,0,1,1,1,3,8,0,0,1,4,0,0,13,4,0,0,0,1,1,3,1,1,0,1,0,1,1,1,1,1,0,1,17206.060806,18451.624006000002,55.116385
1129,1,0,0,1,0,0,8,1,1,0,0,0,60,1,2,8,2,1,0,0,0,0,12,21,0,3,1,11,0,2,2,1,1,4,12,3,15,10,1,0,2,0,17887.087385,19045.098855,87.444357
