"sample_name","Class_label","Class_id","Class_color","Correlation","DifferenceBetweenTopTwoCorrelations"
"X2086","L6 PT",11,"#74CAFF",0.978350625169766,0.329412725495328
"X2087","L6b",12,"#336D99",0.803825452851326,0.101541228381232
"X2088","L6 PT",11,"#74CAFF",0.986697888152533,0.276416463328948
"X2089","L6 PT",11,"#74CAFF",0.970949143348816,0.285250868041504
"X2090","L6 PT",11,"#74CAFF",0.961390353224919,0.232350399481147
"X2091","L6 PT",11,"#74CAFF",0.961645994315904,0.269615827132046
"X2092","L6b",12,"#336D99",0.851419143045818,0.11953113085845
"X2093","L6b",12,"#336D99",0.90426135626198,0.109738430166785
"X2094","L6 PT",11,"#74CAFF",0.984180972032395,0.364790725525502
"X2095","L6 PT",11,"#74CAFF",0.951686048851766,0.240682203712417
"X2096","L6 PT",11,"#74CAFF",0.842998066548402,0.230461917860036
"X2097","Pvalb_3",19,"#D6221D",0.842231641420171,0.00468540871143075
"X2098","L6 PT",11,"#74CAFF",0.762575657489146,0.119650433604238
"X2099","L6 IT_1",9,"#96E32C",0.743544906014269,0.0825520098458523
"X2100","L6 PT",11,"#74CAFF",0.969339857512733,0.256879733213921
"X2101","L6 IT_1",9,"#96E32C",0.872336726721338,0.0790843532726284
"X2102","L6 PT",11,"#74CAFF",0.938526239890872,0.2743068946897
"X2103","L6 PT",11,"#74CAFF",0.971849416579455,0.282799757622698
"X2104","L6 PT",11,"#74CAFF",0.980296173310686,0.289706782481575
"X2105","L6 PT",11,"#74CAFF",0.624971268313726,0.0168124796303879
"X2106","L6 PT",11,"#74CAFF",0.962131565471801,0.256906704915802
"X2107","L6 PT",11,"#74CAFF",0.969953348452295,0.271648633853754
"X2108","L6 PT",11,"#74CAFF",0.908459002701581,0.296847816092796
"X2109","L6 IT_1",9,"#96E32C",0.943735576095377,0.155346483663903
"X2110","L6 PT",11,"#74CAFF",0.858063371723815,0.144053679486358
"X2111","L5 PT_2",8,"#29E043",0.862515417340497,0.287776493280229
"X2112","L6 PT",11,"#74CAFF",0.867929066707101,0.388246052580607
"X2113","L6 IT_1",9,"#96E32C",0.956649783329969,0.194953917734756
"X2114","L6 IT_1",9,"#96E32C",0.93091224050295,0.115611548066455
"X2115","L6 IT_1",9,"#96E32C",0.920957776710819,0.0389991142541889
"X2116","L6 PT",11,"#74CAFF",0.975458330694917,0.272239849135825
"X2117","L6 IT_1",9,"#96E32C",0.90827347278183,0.119770632367362
"X2118","L6 PT",11,"#74CAFF",0.946997686599335,0.22989803467456
"X2119","L6b",12,"#336D99",0.896361387574112,0.104630572812976
"X2120","L6b",12,"#336D99",0.81848524495526,0.110159504380899
"X2121","L6 PT",11,"#74CAFF",0.960156255185861,0.229166821068389
"X2122","L6 PT",11,"#74CAFF",0.857320362024325,0.113089957264091
"X2123","L6 PT",11,"#74CAFF",0.801494989168697,0.196083936010982
"X2124","L6 PT",11,"#74CAFF",0.945436504380126,0.248318906346117
"X2125","L6 IT_1",9,"#96E32C",0.956350914259736,0.147858800742213
"X2126","CR",2,"#00FF66",0.59042958005153,0.208903142336392
"X2127","L6 PT",11,"#74CAFF",0.768217222471414,0.194449806075536
"X2128","L6 PT",11,"#74CAFF",0.976715520882823,0.336206145771158
"X2129","L6b",12,"#336D99",0.790106872750098,0.108013868730365
"X2130","L6 PT",11,"#74CAFF",0.982670530284965,0.300835992530634
"X2131","L6 PT",11,"#74CAFF",0.865656664235744,0.136690915041861
"X2132","L6 IT_1",9,"#96E32C",0.935733667818281,0.154211045890909
"X2133","L6 PT",11,"#74CAFF",0.924921388906618,0.238629545795734
"X2134","L6b",12,"#336D99",0.921589767769535,0.205009875964992
"X2135","L6 PT",11,"#74CAFF",0.97314904457275,0.262449416999874
"X2136","L6 PT",11,"#74CAFF",0.879542337764314,0.208736932926647
"X2137","L6 PT",11,"#74CAFF",0.897087968828625,0.0712402376436626
"X2138","L6 PT",11,"#74CAFF",0.839864608106027,0.105259671751623
"X2139","L6b",12,"#336D99",0.760045636302186,0.110321607769199
"X2140","Sst_3",25,"#BF9F00",0.719133791488172,0.0626825602866563
"X2141","L6 PT",11,"#74CAFF",0.890554100414689,0.2866293252034
"X2142","L6 PT",11,"#74CAFF",0.844267109120211,0.119978873333467
"X2143","L6 PT",11,"#74CAFF",0.96884576187061,0.254126394544178
"X2144","L6 PT",11,"#74CAFF",0.988481902563826,0.300717016639612
"X2145","none",16,NA,0,NA
"X2146","L5 IT",5,"#00FF00",0.69515346674783,0.071787743507015
"X2147","L6 PT",11,"#74CAFF",0.820771694007056,0.20716129794382
"X2148","Pvalb_2",18,"#ED4C50",0.814824687905436,0.0515570512761998
"X2149","L6 PT",11,"#74CAFF",0.914630831301738,0.195443424646613
"X2150","Sst_2",24,"#FFDF11",0.574490593116363,0.0198444988386889
"X2151","L6 PT",11,"#74CAFF",0.961332903453518,0.254323635656382
"X2152","L6 IT_1",9,"#96E32C",0.825938227509417,0.098969948298794
"X2153","L6b",12,"#336D99",0.560852026194723,0.0306717285270963
"X2154","L6 PT",11,"#74CAFF",0.872392707960005,0.151660282417778
"X2155","L6 PT",11,"#74CAFF",0.969218879778606,0.317589874810967
"X2156","L6 PT",11,"#74CAFF",0.662431906145294,0.118717412701204
"X2157","L6 PT",11,"#74CAFF",0.766214162161006,0.0210486030647382
"X2158","L6 PT",11,"#74CAFF",0.808085784078299,0.130076234090602
"X2159","Sst_3",25,"#BF9F00",0.543423916855524,0.0470942660068642
"X2160","L6 PT",11,"#74CAFF",0.945397363649912,0.230704141364426
"X2161","L6 IT_2",10,"#5100FF",0.901101564360635,0.0810887248514541
"X2162","L6 PT",11,"#74CAFF",0.944247037359587,0.202876195085386
"X2163","Pvalb_2",18,"#ED4C50",0.850996297247712,0.0717820013433124
"X2164","L6 PT",11,"#74CAFF",0.934178171206691,0.263306870000224
"X2165","L6 IT_2",10,"#5100FF",0.955100602527966,0.185542523967654
"X2166","Lamp5_2",14,"#FFA388",0.744000237021601,0.32546859138507
"X2167","L6 IT_1",9,"#96E32C",0.97381738705983,0.154324986610499
"X2168","L6 IT_1",9,"#96E32C",0.96443646225773,0.112304223985307
"X2169","L5 PT_2",8,"#29E043",0.736600778098635,0.171797551542296
"X2170","Sst_2",24,"#FFDF11",0.746283514089699,0.00532575488875198
"X2171","L6 IT_1",9,"#96E32C",0.96299257021178,0.0999706242749827
"X2172","L5 IT",5,"#00FF00",0.874083421334103,0.0756982253752999
"X2173","L6 IT_1",9,"#96E32C",0.916737793792952,0.0580784842633397
"X2174","Astro",1,"#665C47",0.56421987777462,0.068128405247174
"X2175","L5 PT_1",7,"#0000FF",0.697622531565957,0.0780773704237309
"X2176","Astro",1,"#665C47",0.672327983423466,0.384538352683569
"X2177","L5 IT",5,"#00FF00",0.794225567573699,0.146570667673811
"X2178","L5 IT",5,"#00FF00",0.92228727750665,0.227259614879961
"X2179","L6 IT_2",10,"#5100FF",0.963129593794462,0.174972803154995
"X2180","VLMC",32,"#6B8059",0.733701599076101,0.124559546700763
"X2181","Sst_4",26,"#FFFF00",0.773953488652143,0.0825785376096616
"X2182","L6 IT_1",9,"#96E32C",0.852353892604709,0.116660097819317
"X2183","L6 PT",11,"#74CAFF",0.664239305883261,0.145419124044213
"X2184","L5 IT",5,"#00FF00",0.869163328200961,0.135665663149932
"X2185","L6 PT",11,"#74CAFF",0.955729285075462,0.245601514951037
"X2186","L5 IT",5,"#00FF00",0.736619990977303,0.0089290856543055
"X2187","L6 PT",11,"#74CAFF",0.963829557178535,0.272743223493698
"X2188","L5 IT",5,"#00FF00",0.923037658997993,0.135490863136494
"X2189","L6 IT_1",9,"#96E32C",0.925521304091897,0.0666360429328597
"X2190","L5 PT_2",8,"#29E043",0.865534547399352,0.339609014722587
"X2191","L6b",12,"#336D99",0.764589137321952,0.00786370378832291
"X2192","L6 IT_1",9,"#96E32C",0.768678561464522,0.101921124013114
"X2193","L6 PT",11,"#74CAFF",0.97708824663134,0.273533289691526
"X2194","L6 PT",11,"#74CAFF",0.959348261823446,0.245289176459519
"X2195","L6 PT",11,"#74CAFF",0.955720381459727,0.254627450495026
"X2196","SMC",20,"#807059",0.456306594987057,0.192230012119338
"X2197","L5 IT",5,"#00FF00",0.947514795568385,0.116551467742741
"X2198","L5 NP",6,"#008F39",0.826756615325763,0.0579944584361836
"X2199","L6 IT_1",9,"#96E32C",0.919553505834681,0.0468401131839763
"X2200","Sst_2",24,"#FFDF11",0.887965692522146,0.0727471570509759
"X2201","Pvalb_3",19,"#D6221D",0.925626382470914,0.0177408473344438
"X2202","L5 PT_2",8,"#29E043",0.70656961724751,0.118835073945448
"X2203","L6 PT",11,"#74CAFF",0.963433573617354,0.280389701019206
"X2204","L5 NP",6,"#008F39",0.700802890088265,0.12552861654151
"X2205","CR",2,"#00FF66",0.694987141665609,0.126377878279982
"X2206","Pvalb_2",18,"#ED4C50",0.909634978004056,0.0943789515922525
"X2207","L5 PT_2",8,"#29E043",0.847500275587742,0.301772730128524
"X2208","L6 IT_1",9,"#96E32C",0.916597864586282,0.0378418653874437
"X2209","L6 PT",11,"#74CAFF",0.944751888127652,0.210947293883615
"X2210","L6b",12,"#336D99",0.78857749029066,0.0327521607289106
"X2211","L5 NP",6,"#008F39",0.763139389731925,0.0672110891023761
"X2212","L5 PT_2",8,"#29E043",0.953304352245577,0.290741758348559
"X2213","L5 PT_2",8,"#29E043",0.942565245788987,0.323194440752321
"X2214","L5 PT_2",8,"#29E043",0.964298560811861,0.313476309155478
"X2215","L6 IT_1",9,"#96E32C",0.946465798784077,0.12072994550482
"X2216","L6 IT_1",9,"#96E32C",0.871989239418032,0.0241779059316295
"X2217","L6 IT_2",10,"#5100FF",0.742052037386411,0.0171694244983766
"X2218","Pvalb_2",18,"#ED4C50",0.92917480130535,0.0649230144901587
"X2219","L6 IT_2",10,"#5100FF",0.906440818004441,0.00143290194390366
"X2220","L6 IT_1",9,"#96E32C",0.947253523816091,0.10000665713631
"X2221","L6 IT_1",9,"#96E32C",0.972766867444565,0.129446147344608
"X2222","L6 IT_1",9,"#96E32C",0.965438287001028,0.101060353145677
"X2223","L5 IT",5,"#00FF00",0.692509137197463,0.092570574508258
"X2224","L5 PT_2",8,"#29E043",0.969521433777155,0.312339008337992
"X2225","L6 IT_1",9,"#96E32C",0.91675373549118,0.16544775856709
"X2226","L6 IT_1",9,"#96E32C",0.942370295993204,0.0697213402544844
"X2227","Pvalb_3",19,"#D6221D",0.854995215567133,0.0860946049779342
"X2228","L5 PT_2",8,"#29E043",0.900007940038934,0.215237933507816
"X2229","L6 PT",11,"#74CAFF",0.960252700000299,0.242636914214746
"X2230","L5 NP",6,"#008F39",0.555497846579155,0.0218438233194214
"X2231","L6 PT",11,"#74CAFF",0.968194908264805,0.271873883861783
"X2232","L6 PT",11,"#74CAFF",0.985037629562028,0.308002502746021
"X2233","L6 PT",11,"#74CAFF",0.979904547108573,0.290738594724225
"X2234","L6 PT",11,"#74CAFF",0.934131054137517,0.256345325345799
"X2235","VLMC",32,"#6B8059",0.701544084239636,0.0836283984059446
"X2236","L6 PT",11,"#74CAFF",0.977950687075649,0.286325267120615
"X2237","L5 IT",5,"#00FF00",0.647261072701958,0.163498952660613
"X2238","L5 IT",5,"#00FF00",0.662700464955555,0.0235892261393307
"X2239","Pvalb_3",19,"#D6221D",0.92147949582924,0.0842949735938791
"X2240","L6 PT",11,"#74CAFF",0.977734301973063,0.276301271627725
"X2241","L6b",12,"#336D99",0.760668177979193,0.000904011582742781
"X2242","L6 IT_1",9,"#96E32C",0.842172397153393,0.192334166012916
"X2243","Pvalb_2",18,"#ED4C50",0.835296907188604,0.0693941006952037
"X2244","L6 PT",11,"#74CAFF",0.977849892810437,0.279374142606998
"X2245","L5 NP",6,"#008F39",0.870585739464207,0.181404581934809
"X2246","L6 IT_1",9,"#96E32C",0.701228611178331,0.00236281399267757
"X2247","L5 PT_2",8,"#29E043",0.782375994863551,0.11303045143174
"X2248","L5 NP",6,"#008F39",0.877149815033686,0.185199645448805
"X2249","L6 IT_1",9,"#96E32C",0.847527906877027,0.0145311726437358
"X2250","L5 IT",5,"#00FF00",0.946184774203222,0.10814902924559
"X2251","L6 IT_1",9,"#96E32C",0.783607560898302,0.0285264154537097
"X2252","L5 PT_2",8,"#29E043",0.977042307064646,0.372987700154559
"X2253","Pvalb_1",17,"#FF197F",0.441860243904307,0.0110624828817643
"X2254","Pvalb_1",17,"#FF197F",0.626490055872173,0.000936555999973776
"X2255","L5 IT",5,"#00FF00",0.842280862963174,0.245661375805849
"X2256","L5 NP",6,"#008F39",0.741733895392689,0.292765010394251
"X2257","L6 PT",11,"#74CAFF",0.787303237114486,0.236081067226622
"X2258","L5 PT_1",7,"#0000FF",0.896610169927202,0.363996103789881
"X2259","L6 PT",11,"#74CAFF",0.842564162920119,0.265500534022672
"X2260","VLMC",32,"#6B8059",0.802446667712221,0.0829715945355515
"X2261","L6 PT",11,"#74CAFF",0.869811089097206,0.205138847188338
"X2262","L6 IT_1",9,"#96E32C",0.918484194125561,0.03884842520203
"X2263","L6 PT",11,"#74CAFF",0.96632153271949,0.263173269840555
"X2264","L5 IT",5,"#00FF00",0.971674493275635,0.26112840411655
"X2265","L6 PT",11,"#74CAFF",0.900769336756523,0.169920473265652
"X2266","L6 IT_2",10,"#5100FF",0.774095048915244,0.012362361008907
"X2267","L6 PT",11,"#74CAFF",0.962972543690241,0.260341683106933
"X2268","L6 IT_1",9,"#96E32C",0.91209819891544,0.106557149548404
"X2269","L5 PT_2",8,"#29E043",0.964158257135744,0.323348772968924
"X2270","L6 PT",11,"#74CAFF",0.789922892985343,0.105389822633353
"X2271","L5 IT",5,"#00FF00",0.898078840019887,0.121012767661593
"X2272","L5 NP",6,"#008F39",0.716875107867547,0.0401873440976713
"X2273","L6 IT_1",9,"#96E32C",0.923426470533533,0.0573925136295053
"X2274","Lamp5_2",14,"#FFA388",0.700355067374082,0.00738352183267166
"X2275","L5 IT",5,"#00FF00",0.759433409490474,0.166206023200841
"X2276","L5 NP",6,"#008F39",0.825380512157926,0.187536463475445
"X2277","L5 NP",6,"#008F39",0.779182122320943,0.0538908661691131
"X2278","L5 IT",5,"#00FF00",0.653498999957644,0.000281843496812484
"X2279","L6 IT_2",10,"#5100FF",0.873479296797254,0.000696077829204222
"X2280","L5 IT",5,"#00FF00",0.763542667890756,0.0672872712884889
"X2281","L6 IT_1",9,"#96E32C",0.913517740393181,0.0450295422508731
"X2282","L6 PT",11,"#74CAFF",0.964423785145937,0.253105981079329
"X2283","L6 IT_1",9,"#96E32C",0.819849570685,0.089369249591259
"X2284","L6 IT_1",9,"#96E32C",0.925580758222395,0.118938794024298
"X2285","L6 IT_1",9,"#96E32C",0.921889356212414,0.0544837010507492
"X2286","L5 PT_2",8,"#29E043",0.823895071125223,0.156068096838976
"X2287","L5 IT",5,"#00FF00",0.805124580535839,0.114719777024172
"X2288","Sst_1",23,"#802600",0.675623165875351,0.0202972866240908
"X2289","Sst_1",23,"#802600",0.628642316162826,0.0293904173957239
"X2290","L6 PT",11,"#74CAFF",0.842624966952482,0.0420390105205793
"X2291","L6 PT",11,"#74CAFF",0.986703106329129,0.278403736531369
"X2292","L5 IT",5,"#00FF00",0.931441619271855,0.130338698047926
"X2293","L6 PT",11,"#74CAFF",0.899458633731146,0.131673961485049
"X2294","L5 PT_2",8,"#29E043",0.931122095149034,0.39283124145369
"X2295","L6 IT_2",10,"#5100FF",0.901233212716758,2.12835741413286e-05
"X2296","L6 IT_1",9,"#96E32C",0.968880152638044,0.161016625446067
"X2297","L5 IT",5,"#00FF00",0.686494759652063,0.0446102025442954
"X2298","L6 PT",11,"#74CAFF",0.986557024530683,0.298333705493838
"X2299","L5 IT",5,"#00FF00",0.974758559599583,0.146445287342671
"X2300","L6b",12,"#336D99",0.72194291055237,0.00592108540064906
"X2301","L5 PT_2",8,"#29E043",0.74530965301269,0.0939878376245543
"X2302","L5 IT",5,"#00FF00",0.956699200176535,0.132095245351902
"X2303","L6 IT_2",10,"#5100FF",0.844225074880226,0.220353522486684
"X2304","Vip_1",28,"#7779BF",0.743008950541056,0.0488373036481561
"X2305","L6 PT",11,"#74CAFF",0.964798657002752,0.253041966091609
"X2306","L6 IT_1",9,"#96E32C",0.864306105034526,0.146430081660568
"X2307","L6 PT",11,"#74CAFF",0.945279873946333,0.261648061613621
"X2308","L5 IT",5,"#00FF00",0.945908314123696,0.190726048477948
"X2309","L5 IT",5,"#00FF00",0.666414744960974,0.12323524902438
"X2310","L5 NP",6,"#008F39",0.926122591892673,0.205497152668768
"X2311","L6b",12,"#336D99",0.664725987287622,0.0109336619753483
"X2312","L6 IT_1",9,"#96E32C",0.920431511139036,0.0513709826822385
"X2313","L5 IT",5,"#00FF00",0.316096381856503,0.0314326532267351
"X2314","L6 PT",11,"#74CAFF",0.919823031505374,0.257568125413289
"X2315","L5 IT",5,"#00FF00",0.96188859670995,0.121942926302109
"X2316","Sst_2",24,"#FFDF11",0.857082001743685,0.0869865653469614
"X2317","L5 IT",5,"#00FF00",0.921846708147493,0.218353504773983
"X2318","L6 IT_2",10,"#5100FF",0.842368153923035,0.142245741366295
"X2319","L6 IT_2",10,"#5100FF",0.63687418941163,0.0110566837722496
"X2320","L5 IT",5,"#00FF00",0.766306187312536,0.232937420043392
"X2321","L5 IT",5,"#00FF00",0.915385725293429,0.126284400796206
"X2322","L5 PT_2",8,"#29E043",0.65524018559516,0.117544366874996
"X2323","L6b",12,"#336D99",0.822985328455142,0.0702673444692805
"X2324","Pvalb_3",19,"#D6221D",0.936370065559503,0.0830865800953232
"X2325","L5 PT_2",8,"#29E043",0.788616389212256,0.236985457936387
"X2326","L6 PT",11,"#74CAFF",0.940764848405467,0.164369591001796
"X2327","L5 IT",5,"#00FF00",0.940126130637015,0.202233028168407
"X2328","L5 NP",6,"#008F39",0.751532597127355,0.0999011245781556
"X2329","L6 IT_1",9,"#96E32C",0.813673141177126,0.0699815366239184
"X2330","L6 PT",11,"#74CAFF",0.885317277083322,0.219489677176443
"X2331","L5 PT_2",8,"#29E043",0.936824419701665,0.379700317048467
"X2332","Sst_2",24,"#FFDF11",0.892869167801326,0.0750984034804145
"X2333","L6 IT_1",9,"#96E32C",0.924230350190823,0.063796477314835
"X2334","L6 PT",11,"#74CAFF",0.964489919924625,0.263434891422165
"X2335","Pvalb_2",18,"#ED4C50",0.922680637817102,0.0581701194756176
"X2336","L6 PT",11,"#74CAFF",0.863159251984341,0.086300883197263
"X2337","L6 IT_2",10,"#5100FF",0.958305672451752,0.183067254769142
"X2338","L6 IT_1",9,"#96E32C",0.770369857190566,0.00572385849089962
"X2339","L6 IT_1",9,"#96E32C",0.859804211671317,0.0169196511240484
"X2340","L6 PT",11,"#74CAFF",0.72720996327003,0.0252982762840719
"X2341","L6 IT_1",9,"#96E32C",0.968384930443521,0.129138462845132
"X2342","L6 IT_1",9,"#96E32C",0.792833545351893,0.0625960199770839
"X2343","L5 PT_1",7,"#0000FF",0.682585371855037,0.222267260013002
"X2344","L5 PT_1",7,"#0000FF",0.564695936298387,0.156601856429075
"X2345","L5 IT",5,"#00FF00",0.986077437727779,0.185636629566927
"X2346","L5 PT_2",8,"#29E043",0.975470624706045,0.350304160093842
"X2347","L6 PT",11,"#74CAFF",0.857954320242726,0.0510439940276163
"X2348","L5 IT",5,"#00FF00",0.631202054180642,0.149595164882852
"X2349","L6b",12,"#336D99",0.803482877858827,0.00374292449365188
"X2350","L6 IT_2",10,"#5100FF",0.734052309321115,0.0216785380715379
"X2351","L6 IT_2",10,"#5100FF",0.845745688550148,0.216384520833603
"X2352","Pvalb_2",18,"#ED4C50",0.791541330867657,0.11436664300847
"X2353","L6 IT_2",10,"#5100FF",0.648948604999896,0.0477883041259957
"X2354","L5 PT_2",8,"#29E043",0.780938468068967,0.237889643373199
"X2355","L5 PT_2",8,"#29E043",0.880316219568247,0.141601699283962
"X2356","L6 IT_1",9,"#96E32C",0.908720878681779,0.0189581062953735
"X2357","L5 IT",5,"#00FF00",0.428718093922468,0.0848859773835642
"X2358","L6 PT",11,"#74CAFF",0.956792667023427,0.24133702685009
"X2359","L6 PT",11,"#74CAFF",0.907436230574344,0.22606802475569
"X2360","L6 PT",11,"#74CAFF",0.929864162101143,0.154334873632392
"X2361","L6 IT_1",9,"#96E32C",0.886811576700082,0.0742306515219819
"X2362","L5 PT_2",8,"#29E043",0.847754090010296,0.212441454847871
"X2363","L5 IT",5,"#00FF00",0.65121945695167,0.130748296387518
"X2364","L6 PT",11,"#74CAFF",0.756302804390284,0.0817863136514878
"X2365","L6 IT_2",10,"#5100FF",0.707346010189815,0.13855307309397
"X2366","L5 IT",5,"#00FF00",0.967022576625658,0.136735246507013
"X2367","L6 PT",11,"#74CAFF",0.985912375585504,0.342821442170536
"X2368","L6 IT_1",9,"#96E32C",0.974364397524124,0.17565122464664
"X2369","L5 IT",5,"#00FF00",0.914816607304397,0.0891199349148319
"X2370","L6 IT_1",9,"#96E32C",0.785368810104099,0.0663530694018684
"X2371","L6 IT_1",9,"#96E32C",0.614743333362397,0.0430843805133798
"X2372","L5 IT",5,"#00FF00",0.591676203574019,0.109346697056724
"X2373","L5 NP",6,"#008F39",0.556981477362176,0.0065474524302086
"X2374","L6 IT_1",9,"#96E32C",0.960802384272892,0.11791273753997
"X2375","Lamp5_2",14,"#FFA388",0.621178590555825,0.0486351033948788
"X2376","L6 IT_1",9,"#96E32C",0.928185867240707,0.140909429274523
"X2377","L6 IT_1",9,"#96E32C",0.825142211159809,0.114555450877104
"X2378","L6 PT",11,"#74CAFF",0.786334950961791,0.236775056240997
"X2379","L5 NP",6,"#008F39",0.718008115001912,0.0920130077621372
"X2380","L5 NP",6,"#008F39",0.820273270000052,0.217200171213262
"X2381","Sst_2",24,"#FFDF11",0.741601574305435,0.0287706418695307
"X2382","L5 IT",5,"#00FF00",0.928948581059873,0.125709635227551
"X2383","L6b",12,"#336D99",0.798647038368637,0.0327529544536598
"X2384","Pvalb_3",19,"#D6221D",0.643616796056568,0.0568450014114685
"X2385","Pvalb_2",18,"#ED4C50",0.38817142007654,0.0657158638439433
"X2386","VLMC",32,"#6B8059",0.682510712267685,0.0659664676710012
"X2387","L5 PT_2",8,"#29E043",0.932634867737621,0.278254538841629
"X2388","L5 PT_2",8,"#29E043",0.9073066349021,0.281404866839229
"X2389","L5 IT",5,"#00FF00",0.915933324676873,0.228713149311966
"X2390","L6 IT_2",10,"#5100FF",0.84030211007715,0.139532607980133
"X2391","L6 IT_1",9,"#96E32C",0.964968674836114,0.169076136098357
"X2392","L5 IT",5,"#00FF00",0.947623545103756,0.144360266612724
"X2393","L6 PT",11,"#74CAFF",0.846360259811614,0.0557806379557192
"X2394","L5 IT",5,"#00FF00",0.815925105017509,0.163687778562984
"X2395","L6 IT_1",9,"#96E32C",0.869463699982728,0.0476947062635461
"X2396","L5 PT_2",8,"#29E043",0.877201418051531,0.180655015601041
"X2397","Pvalb_3",19,"#D6221D",0.519805794949081,0.0461405323170551
"X2398","L6 PT",11,"#74CAFF",0.941097309366376,0.280344012414564
"X2399","L4",4,"#00979D",0.809646215648914,0.111584468138941
"X2400","L5 PT_2",8,"#29E043",0.771694812777839,0.228550517085103
"X2401","L6 PT",11,"#74CAFF",0.957053311062888,0.269819133696655
"X2402","L4",4,"#00979D",0.926761448889049,0.326563814052636
"X2403","L5 IT",5,"#00FF00",0.766423429849133,0.183513499561101
"X2404","L5 PT_1",7,"#0000FF",0.7081548360182,0.0968862320301969
"X2405","L6b",12,"#336D99",0.794442212770066,0.0109851953125982
"X2406","L4",4,"#00979D",0.970069225306665,0.353410623696268
"X2407","L4",4,"#00979D",0.885016105720978,0.209900143789127
"X2408","L5 PT_2",8,"#29E043",0.716104627001995,0.200456573212633
"X2409","Pvalb_2",18,"#ED4C50",0.6943376602024,0.0313609512095043
"X2410","L4",4,"#00979D",0.798578661902508,0.0880360472613524
"X2411","L4",4,"#00979D",0.853508653182243,0.0978295012952055
"X2412","L4",4,"#00979D",0.699928917116114,0.257212920028381
"X2413","Pvalb_3",19,"#D6221D",0.952389508167607,0.116674454675043
"X2414","L5 PT_2",8,"#29E043",0.885566112447277,0.160787122922598
"X2415","Sst_3",25,"#BF9F00",0.823694338175243,0.173193769216832
"X2416","L4",4,"#00979D",0.820505580354219,0.107287874807806
"X2417","L4",4,"#00979D",0.844756487766743,0.149318285571994
"X2418","Pvalb_1",17,"#FF197F",0.826088811169413,0.0293767645936804
"X2419","Pvalb_3",19,"#D6221D",0.711980422332914,0.15570334527288
"X2420","Lamp5_2",14,"#FFA388",0.586243515004026,0.0877493912734687
"X2421","L6b",12,"#336D99",0.553250994047149,0.0201390980290327
"X2422","L5 IT",5,"#00FF00",0.984208029228512,0.22805920295345
"X2423","Astro",1,"#665C47",0.777340585145224,0.066699940459332
"X2424","L4",4,"#00979D",0.68715279303308,0.249728855784224
"X2425","L4",4,"#00979D",0.920614830738681,0.318361716149098
"X2426","L4",4,"#00979D",0.931708793952362,0.320632998497027
"X2427","L5 IT",5,"#00FF00",0.923435707857688,0.126871095878036
"X2428","L5 PT_2",8,"#29E043",0.940329201125739,0.298343424631524
"X2429","L4",4,"#00979D",0.758263959206263,0.275253199257443
"X2430","L5 PT_2",8,"#29E043",0.880504877495981,0.189225617594744
"X2431","L4",4,"#00979D",0.964626304464465,0.300860905323794
"X2432","L5 IT",5,"#00FF00",0.738837647147548,0.20171033646796
"X2433","L5 PT_2",8,"#29E043",0.957790023664832,0.323672975740312
"X2434","L5 IT",5,"#00FF00",0.849809304241145,0.023571045011652
"X2435","L4",4,"#00979D",0.975808422397226,0.375104430239136
"X2436","L4",4,"#00979D",0.737989583658599,0.232500297979418
"X2437","L4",4,"#00979D",0.935484162544815,0.37075017472146
"X2438","L5 IT",5,"#00FF00",0.915642541019118,0.204936229017362
"X2439","L5 PT_2",8,"#29E043",0.932717798614292,0.198010891546157
"X2440","L5 IT",5,"#00FF00",0.894971026116,0.185362446553582
"X2441","L4",4,"#00979D",0.801642533888087,0.287342207568824
"X2442","L4",4,"#00979D",0.876539018349031,0.128164821543736
"X2443","Pvalb_1",17,"#FF197F",0.680918843171625,0.0062841938028193
"X2444","Sst_3",25,"#BF9F00",0.747198565613463,0.0823887541937055
"X2445","L4",4,"#00979D",0.693200436979422,0.112545039634527
"X2446","L4",4,"#00979D",0.811203297537602,0.130791492121458
"X2447","Vip_1",28,"#7779BF",0.605619848377139,0.145361281141363
"X2448","L4",4,"#00979D",0.737838607804507,0.136774196757173
"X2449","L5 NP",6,"#008F39",0.771577167806289,0.191169218425097
"X2450","L5 PT_2",8,"#29E043",0.958495356968989,0.29639173977089
"X2451","L4",4,"#00979D",0.871826370815908,0.281121178456525
"X2452","VLMC",32,"#6B8059",0.726068147680794,0.246270853927559
"X2453","L5 PT_2",8,"#29E043",0.854883567252242,0.308561261348134
"X2454","L5 IT",5,"#00FF00",0.64423534673357,0.0725047002065301
"X2455","L4",4,"#00979D",0.956843376280853,0.301464880027102
"X2456","Pvalb_1",17,"#FF197F",0.915619944336096,0.0406365211003333
"X2457","L5 IT",5,"#00FF00",0.97743796007963,0.144368931605499
"X2458","L4",4,"#00979D",0.745946094162701,0.284313409218769
"X2459","L5 PT_2",8,"#29E043",0.803308535131974,0.0116232939342897
"X2460","L5 IT",5,"#00FF00",0.944193227924745,0.164118263295886
"X2461","L4",4,"#00979D",0.809169761129131,0.0888463616518007
"X2462","L5 PT_2",8,"#29E043",0.760685498923965,0.178840525018685
"X2463","L4",4,"#00979D",0.978900157662551,0.390128920314816
"X2464","L5 PT_2",8,"#29E043",0.835512804522561,0.148439391518272
"X2465","L4",4,"#00979D",0.971069721710782,0.373944544708689
